_r ( arcsec ),MAIN_ID,OTYPE,RA ( "h:m:s" ),DEC ( "d:m:s" ),COO_ERR_MAJA ( mas ),COO_ERR_MINA ( mas ),COO_ERR_ANGLE ( deg ),PMRA ( mas.yr-1 ),PMDEC ( mas.yr-1 ),B ( mag ),V ( mag ),R ( mag ),J ( mag ),H ( mag ),K ( mag ),SP_TYPE,GALDIM_MAJAXIS ( arcmin ),GALDIM_MINAXIS ( arcmin ),GALDIM_ANGLE ( deg ),BIBLIST,RAdeg ( deg ),DEdeg ( deg )
218.4556,Cl* NGC  288    KHG      10,Star,00 52 56.11594,-26 37 40.0232,0.121,0.081,90,4.197,-5.852,18.49,17.77,,16.688,15.726,15.806,,,,,1,13.233816,-26.627784
218.8417,Gaia DR2 2342908821792984448,Star,00 52 39.67583,-26 31 31.6870,0.717,0.517,90,3.949,-5.71,,,,,,,,,,,1,13.165316,-26.525469
219.5716,CXOU J005229.4-263553,X,00 52 29.413,-26 35 53.46,,,,,,,,,,,,,,,,1,13.122554,-26.598183
219.7308,Gaia DR2 2342904870422937216,Star,00 53 01.61975,-26 34 59.2291,0.514,0.364,90,5.172,-5.82,,,,,,,,,,,1,13.256749,-26.583119
219.7538,Cl* NGC  288    KHG      96,Star,00 53 01.04,-26 33 59.4,,,,,,20.67,20.13,,,,,,,,,1,13.254333,-26.5665
220.4501,[MDL2014] 292,HB*,00 53 00.04689,-26 36 33.0849,0.096,0.067,90,4.511,-5.57,,,,,,,,,,,2,13.250195,-26.60919
220.5981,Gaia DR2 2342908753074683520,Star,00 52 33.78233,-26 32 19.1862,0.654,0.445,90,3.412,-5.826,,,,,,,,,,,1,13.14076,-26.538663
221.2579,Cl* NGC  288    KHG      18,Star,00 52 55.98,-26 32 09.5,,,,,,18.93,18.31,,,,,,,,,1,13.23325,-26.535972
221.279,Cl* NGC  288    KHG      70,Star,00 52 59.81,-26 36 41.2,,,,,,19.79,19.36,,,,,,,,,1,13.249208,-26.611444
221.6307,Gaia DR2 2342902980636975872,Star,00 52 39.09506,-26 38 23.1396,0.541,0.373,90,3.26,-7.351,,,,,,,,,,,1,13.162896,-26.639761
223.1248,Gaia DR2 2342904423746388480,Star,00 53 00.28981,-26 36 32.4639,0.449,0.32,90,5.31,-5.342,,,,,,,,,,,1,13.251208,-26.609018
223.4427,[MDL2014] 347,HB*,00 52 50.32454,-26 38 30.1840,0.158,0.095,90,4.106,-5.475,,,,,,,,,,,2,13.209686,-26.641718
224.2433,Cl* NGC  288    ALC      78,RGB*,00 53 01.13,-26 36 07.1,,,,,,14.36,12.88,,,,,,,,,19,13.254708,-26.601972
224.2684,UCAC2  20765063,Star,00 53 01.13618,-26 36 06.9270,0.033,0.024,90,4.277,-5.659,14.399,12.981,12.74,10.57,9.799,9.617,,,,,1,13.254734,-26.601924
225.7663,Cl* NGC  288    KHG      93,Star,00 52 58.96,-26 37 08.2,,,,,,20.46,19.97,,,,,,,,,1,13.245667,-26.618944
226.1071,Gaia DR2 2342905179660674560,Star,00 53 00.17923,-26 33 12.7384,0.851,0.663,90,5.413,-6.711,,,,,,,,,,,1,13.250747,-26.553538
226.1152,Cl* NGC  288    KHG      28,Star,00 52 58.12,-26 37 23.3,,,,,,18.93,18.45,,,,,,,,,1,13.242167,-26.623139
228.1369,Cl* NGC  288    KHG      57,Star,00 53 00.17,-26 36 46.7,,,,,,19.51,19.08,,,,,,,,,1,13.250708,-26.612972
229.3191,Cl* NGC  288    KHG      83,Star,00 52 58.99,-26 37 13.7,,,,,,20.15,19.68,,,,,,,,,1,13.245792,-26.620472
229.7182,Cl* NGC  288    KHG      45,Star,00 52 57.54,-26 32 17.6,,,,,,19.27,18.83,,,,,,,,,1,13.23975,-26.538222
229.7439,Gaia DR2 2342904389388035456,Star,00 52 59.02663,-26 37 13.7497,0.435,0.304,90,5.201,-5.165,,,,,,,,,,,1,13.245944,-26.620486
230.097,CXOU J005233.8-263204,X,00 52 33.899,-26 32 04.80,,,,,,,,,,,,,,,,1,13.141246,-26.534667
230.4736,2MASS J00523596-2631432,RGB*,00 52 35.97412,-26 31 43.3346,0.045,0.032,90,4.24,-5.595,17.034,16.245,,14.7,14.23,14.07,,,,,1,13.149892,-26.528704
230.506,RGO 11736,Star,00 52 42.75703,-26 38 45.4882,0.07,0.043,90,4.205,-5.592,17.07,16.39,,,,,,,,,1,13.178154,-26.645969
230.9809,2MASS J00523458-2631558,RGB*,00 52 34.59194,-26 31 55.9039,0.042,0.03,90,4.078,-5.722,16.721,15.906,15.843,14.315,13.82,13.71,,,,,2,13.144133,-26.532196
231.5682,2MASS J00530236-2635260,RGB*,00 53 02.37119,-26 35 25.9960,0.046,0.032,90,4.197,-5.59,16.968,16.173,,14.52,14.18,13.92,,,,,1,13.25988,-26.590554
231.6181,Gaia DR2 2342907172524167424,Star,00 52 28.43399,-26 34 04.3300,0.617,0.481,90,6.264,-5.577,,,,,,,,,,,1,13.118475,-26.567869
231.8586,Cl* NGC  288    KHG      27,Star,00 52 56.82,-26 32 05.3,,,,,,18.89,18.42,,,,,,,,,1,13.23675,-26.534806
231.8866,Gaia DR2 2342908405179746304,Star,00 52 52.10966,-26 31 24.6207,0.741,0.555,90,7.558,-5.435,,,,,,,,,,,1,13.217124,-26.523506
232.1476,Cl* NGC  288    KHG      78,Star,00 52 57.22,-26 32 09.9,,,,,,20.09,19.62,,,,,,,,,1,13.238417,-26.536083
232.6709,Cl* NGC  288    SAN      29,HB*,00 52 42.84698,-26 31 06.9554,0.076,0.058,90,4.29,-5.423,16,,,16.604,16.069,,,,,,9,13.178529,-26.518599
232.9616,Cl* NGC  288    KHG      52,Star,00 53 01.44,-26 36 21.4,,,,,,19.42,18.96,,,,,,,,,1,13.256,-26.605944
232.9716,Gaia DR2 2342909199749673984,Star,00 52 42.42569,-26 31 07.5093,0.537,0.396,90,4.439,-7.279,,,,,,,,,,,1,13.176774,-26.518753
233.1285,Gaia DR2 2342908203317295232,Star,00 52 54.94305,-26 31 44.0110,0.731,0.531,90,4.846,-5.543,,,,,,,,,,,1,13.228929,-26.528892
233.3864,Gaia DR2 2342902843198597376,Star,00 52 51.47603,-26 38 35.2881,0.798,0.599,90,3.475,-6.524,,,,,,,,,,,1,13.214483,-26.643136
234.5397,Gaia DR2 2342903014996269440,Star,00 52 44.34355,-26 38 51.6314,0.62,0.43,90,5.467,-5.828,,,,,,,,,,,1,13.184765,-26.647675
234.6137,2MASS J00530082-2636440,RGB*,00 53 00.82399,-26 36 43.9522,0.022,0.016,90,4.287,-5.677,15.035,13.931,13.857,11.965,11.34,11.229,,,,,4,13.253433,-26.612209
235.0468,Cl* NGC  288    KHG      94,Star,00 52 59.16,-26 37 20.2,,,,,,20.48,19.98,,,,,,,,,1,13.2465,-26.622278
235.1805,Cl* NGC  288    SAN      19,HB*,00 53 02.57016,-26 35 33.0497,0.051,0.035,90,4.221,-5.812,16.5,,,15.741,15.765,15.574,,,,,5,13.260709,-26.592514
236.5451,Cl* NGC  288    KHG       1,Star,00 52 56.30070,-26 31 53.2004,0.061,0.043,90,4.313,-5.512,17.59,16.83,,15.335,15.053,14.904,,,,,1,13.234586,-26.531445
237.519,Cl* NGC  288    KHG      17,Star,00 53 00.97,-26 36 46.5,,,,,,18.86,18.27,,,,,,,,,1,13.254042,-26.612917
237.8754,Gaia DR2 2342902770183093504,Star,00 52 51.84429,-26 38 38.1721,0.507,0.365,90,5.752,-5.41,,,,,,,,,,,1,13.216018,-26.643937
238.7134,Cl* NGC  288    KHG      90,Star,00 53 00.82,-26 36 52.8,,,,,,20.24,19.77,,,,,,,,,1,13.253417,-26.614667
238.8132,Cl* NGC  288    KHG      43,Star,00 52 56.72,-26 31 54.9,,,,,,19.17,18.71,,,,,,,,,1,13.236333,-26.531917
238.8736,Gaia DR2 2342907241243638784,Candidate_WD*,00 52 28.06471,-26 33 54.3883,0.703,0.547,90,1.55,-7.636,,,,,,,,,,,1,13.116936,-26.565108
239.6019,CXOU J005234.8-263142,X,00 52 34.897,-26 31 42.08,,,,,,,,,,,,,,,,1,13.145404,-26.528356
239.9238,Gaia DR2 2342908753072100864,Star,00 52 33.70894,-26 31 54.0250,0.692,0.436,90,4.56,-6.143,,,,,,,,,,,1,13.140454,-26.531674
240.0611,2MASS J00523529-2631377,RGB*,00 52 35.30446,-26 31 37.7566,0.043,0.031,90,4.141,-5.616,16.772,15.944,,14.331,13.89,13.75,,,,,1,13.147102,-26.527155
240.2763,Gaia DR2 2342905106645328640,Star,00 53 02.60410,-26 33 58.4980,0.56,0.471,90,4.71,-5.558,,,,,,,,,,,1,13.26085,-26.566249
240.5469,Gaia DR2 2342907241243620736,Star,00 52 29.28873,-26 33 07.5595,0.719,0.639,90,5.431,-5.667,,,,,,,,,,,1,13.122036,-26.5521
240.6997,Cl* NGC  288    KHG      35,Star,00 52 56.22,-26 38 07.8,,,,,,18.99,18.49,,,,,,,,,1,13.23425,-26.6355
241.4133,Gaia DR2 2342908478195180032,Star,00 52 50.81544,-26 31 07.8709,0.526,0.371,90,6.256,-4.664,,,,,,,,,,,1,13.211731,-26.518853
242.335,2MASS J00523705-2631213,RGB*,00 52 37.06263,-26 31 21.3279,0.044,0.029,90,4.232,-5.604,16.827,16.008,,14.365,13.99,13.95,,,,,1,13.154428,-26.522591
243.3417,Gaia DR2 2342907241244600960,Star,00 52 27.74098,-26 33 53.3322,0.798,0.624,90,4.988,-6.038,,,,,,,,,,,1,13.115587,-26.564815
243.8702,Cl* NGC  288    KHG      91,Star,00 52 59.53,-26 37 28.2,,,,,,20.32,19.83,,,,,,,,,1,13.248042,-26.6245
244.3756,CXOU J005302.5-263612,X,00 53 02.583,-26 36 12.27,,,,,,,,,,,,,,,,1,13.260762,-26.603408
244.7398,Cl* NGC  288    KHG      58,Star,00 52 57.23,-26 38 01.9,,,,,,19.52,19.09,,,,,,,,,1,13.238458,-26.633861
245.1077,Cl* NGC  288    KHG      76,Star,00 52 55.40,-26 31 33.7,,,,,,20.01,19.54,,,,,,,,,1,13.230833,-26.526028
245.7502,Cl* NGC  288    SAN      12,Candidate_HB*,00 52 37.66258,-26 31 13.6689,0.056,0.035,90,4.297,-5.569,16,,,15.778,15.573,15.367,,,,,5,13.156927,-26.520464
246.586,[MDL2014] 90,Candidate_HB*,00 52 46.65168,-26 39 03.2582,0.067,0.039,90,4.368,-5.619,,,,,,,,,,,1,13.194382,-26.650905
246.7612,Cl* NGC  288    ALC     137,HB*,00 52 27.42447,-26 35 58.9336,0.072,0.046,90,4.245,-5.788,16.16,16.42,,16.562,,,,,,,11,13.114269,-26.599704
246.9189,Cl* NGC  288   BUON      19,Star,00 52 42.4074,-26 30 53.424,62,29,0,2.6,-13,15.68,15.54,16.024,15.961,16.067,15.763,,,,,6,13.176698,-26.51484
246.9855,2MASS J00525842-2637498,RGB*,00 52 58.43387,-26 37 49.7092,0.037,0.025,90,4.309,-5.727,16.385,15.434,15.473,13.762,13.185,13.18,,,,,2,13.243474,-26.630475
248.5746,Gaia DR2 2342904870423042304,Star,00 53 03.54696,-26 35 35.9671,0.65,0.59,90,6.055,-5.457,,,,,,,,,,,1,13.264779,-26.593324
248.8525,Gaia DR2 2342902804542652416,Star,00 52 44.87437,-26 39 06.2042,0.591,0.439,90,5.549,-6.252,,,,,,,,,,,1,13.186977,-26.651723
248.9997,Gaia DR2 2342908473899556992,Star,00 52 49.32718,-26 30 54.5151,0.558,0.378,90,6.857,-3.328,,,,,,,,,,,1,13.20553,-26.515143
249.1507,2MASS J00524042-2638581,RGB*,00 52 40.43558,-26 38 58.0760,0.039,0.023,90,4.09,-5.607,16.36,15.504,15.473,13.78,13.29,13.23,,,,,2,13.168482,-26.649466
249.1893,Cl* NGC  288    KHG      80,Star,00 52 59.01,-26 37 44.7,,,,,,20.1,19.64,,,,,,,,,1,13.245875,-26.629083
249.9186,Cl* NGC  288    KHG      60,Star,00 52 59.53,-26 37 37.8,,,,,,19.54,19.11,,,,,,,,,1,13.248042,-26.627167
250.2837,Cl* NGC  288    KHG      99,Star,00 52 58.77,-26 32 05.1,,,,,,20.69,20.19,,,,,,,,,1,13.244875,-26.53475
250.7609,Gaia DR2 2342908306398161024,Star,00 52 56.87297,-26 31 41.1394,0.068,0.047,90,4.454,-5.654,,,,,,,,,,,1,13.236971,-26.528094
250.9405,Cl* NGC  288    KHG      40,Star,00 52 55.27,-26 31 25.6,,,,,,19.03,18.55,,,,,,,,,1,13.230292,-26.523778
251.0975,Gaia DR2 2342904423747771392,Star,00 53 03.15236,-26 36 10.3684,0.585,0.41,90,6.791,-13.153,,,,,,,,,,,1,13.263135,-26.60288
251.4562,Gaia DR2 2342909199749671168,Star,00 52 42.60575,-26 30 48.4406,0.526,0.385,90,5.017,-6.193,,,,,,,,,,,1,13.177524,-26.513456
253.6615,Cl* NGC  288    KHG      46,Star,00 52 57.34,-26 31 42.5,,,,,,19.33,18.89,,,,,,,,,1,13.238917,-26.528472
253.704,Cl* NGC  288    KHG       6,Star,00 52 57.09,-26 31 39.7,,,,,,18.27,17.57,,,,,,,,,1,13.237875,-26.527694
254.2446,Cl* NGC  288    KHG      73,Star,00 52 57.82,-26 38 07.6,,,,,,19.87,19.41,,,,,,,,,1,13.240917,-26.635444
255.5072,RGO 11717,Star,00 52 43.57190,-26 39 11.9261,0.067,0.042,90,4.421,-5.539,17.07,16.25,,,,,,,,,1,13.18155,-26.653313
255.9564,2MASS J00523172-2631566,RGB*,00 52 31.72967,-26 31 56.6954,0.044,0.031,90,4.282,-5.614,17.004,16.197,,14.646,14.23,14.07,,,,,1,13.132207,-26.532415
256.3963,[MDL2014] 72,Candidate_HB*,00 52 53.93663,-26 38 45.7356,0.053,0.032,90,4.237,-5.737,,,,,,,,,,,1,13.224736,-26.646038
259.5319,Gaia DR2 2342904385090200704,Star,00 53 01.68046,-26 37 14.2791,0.713,0.499,90,5.052,-4.733,,,,,,,,,,,1,13.257002,-26.620633
260.458,Gaia DR2 2342904423747773440,Star,00 53 02.90663,-26 36 45.5230,0.499,0.374,90,3.96,-6.016,,,,,,,,,,,1,13.262111,-26.612645
260.7002,RGO 11953,Star,00 52 25.89625,-26 35 22.6354,0.075,0.042,90,4.442,-5.555,16.95,16.45,,,,,,,,,1,13.107901,-26.589621
261.5962,2MASS J00530472-2635055,RGB*,00 53 04.73209,-26 35 05.4882,0.053,0.037,90,4.145,-5.71,17.174,16.397,,14.79,14.44,14.22,,,,,1,13.269717,-26.584858
263.7674,Cl* NGC  288   BUON      20,Star,00 52 36.89595,-26 30 58.5744,0.023,0.016,90,4.092,-5.59,15.43,14.44,14.244,12.572,11.985,11.918,,,,,11,13.153733,-26.516271
263.773,[SIR99]  2,X,00 52 28.6,-26 37 18,,,,,,,,,,,,,,,,1,13.119167,-26.621667
265.6944,CXOU J005249.7-263038,X,00 52 49.731,-26 30 38.63,,,,,,,,,,,,,,,,1,13.207213,-26.510731
267.7537,Cl* NGC  288    KHG       8,Star,00 52 59.25119,-26 31 46.7429,0.108,0.073,90,4.34,-5.356,18.4,17.71,,16.4,15.895,,,,,,1,13.24688,-26.529651
268.4409,Cl* NGC  288    ALC      23,Star,00 52 47,-26 30.5,,,,,,13.5,12.79,,,,,,,,,4,13.195833,-26.508333
268.6903,NGC   288    23,Star,00 52 47.2,-26 30 30,,,,,,21.22,20.45,,,,,,,,,1,13.196667,-26.508333
269.227,Cl* NGC  288    KHG      92,Star,00 52 56.71,-26 31 16.5,,,,,,20.47,19.95,,,,,,,,,1,13.236292,-26.52125
269.3097,PHL   880,Blue,00 53.0,-26 38,,,,,,17.8,18,,,,,,,,,0,13.25,-26.633333
270.6037,2MASS J00524146-2639233,RGB*,00 52 41.47804,-26 39 23.2597,0.039,0.024,90,3.991,-5.757,16.364,15.486,,13.77,13.25,13.16,,,,,1,13.172825,-26.656461
272.1522,Cl* NGC  288    SAN      21,Star,00 53 03.84626,-26 33 08.9803,0.057,0.04,90,4.469,-5.38,15.953,15.82,16.126,16.049,15.65,15.277,,,,,2,13.266026,-26.552495
273.4403,Gaia DR2 2342903629175937152,Star,00 53 00.56239,-26 37 57.7925,0.762,0.578,90,4.934,-5.377,,,,,,,,,,,1,13.252343,-26.63272
273.7281,Gaia DR2 2342906171797204352,Star,00 52 27.60550,-26 37 15.1945,0.452,0.264,90,6.336,-8.028,,,,,,,,,,,1,13.115023,-26.620887
274.115,Gaia DR2 2342904904782662912,Star,00 53 05.45221,-26 34 17.1710,0.714,0.511,90,4.8,-6.54,,,,,,,,,,,1,13.272718,-26.571436
274.2919,RGO 10986,Star,00 53 04.8947,-26 33 41.840,70,36,90,2.2,-8.3,16.74,16.04,15.949,,,,,,,,1,13.270395,-26.561622
275.3579,Cl* NGC  288    SAN      20,Star,00 53 02.33909,-26 32 25.1157,0.125,0.069,90,4.298,-5.295,17,,,,,,,,,,3,13.259746,-26.54031
276.2418,[MDL2014] 157,HB*,00 52 53.77200,-26 39 08.8328,0.076,0.047,90,4.308,-5.558,,,,,,,,,,,1,13.22405,-26.652454
276.4809,2MASS J00530570-2634255,RGB*,00 53 05.71160,-26 34 25.4096,0.031,0.022,90,4.146,-5.685,15.99,15.042,15.071,13.46,12.811,12.77,,,,,2,13.273798,-26.573725
277.2491,CXOU J005259.9-263143,X,00 52 59.980,-26 31 43.10,,,,,,,,,,,,,,,,1,13.249917,-26.528639
277.317,Gaia DR2 2342908508258972416,Star,00 52 56.76484,-26 31 07.2028,0.772,0.582,90,1.699,-6.521,,,,,,,,,,,1,13.23652,-26.518667
278.0671,Gaia DR2 2342909058014788352,Candidate_WD*,00 52 33.91727,-26 31 04.5082,0.877,0.591,90,7.2,-5.171,,,,,,,,,,,1,13.141322,-26.517919
279.821,Gaia DR2 2342906176094462848,Star,00 52 28.23856,-26 37 39.5955,0.77,0.56,90,4.685,-6.823,,,,,,,,,,,1,13.117661,-26.627665
280.6899,2MASS J00530613-2635135,RGB*,00 53 06.13080,-26 35 13.4428,0.048,0.033,90,4.27,-5.552,16.89,16.122,15.895,14.66,14.13,14.17,,,,,2,13.275545,-26.587067
281.2387,Cl* NGC  288    KHG      79,Star,00 53 00.25,-26 38 13.8,,,,,,20.08,19.63,,,,,,,,,1,13.251042,-26.637167
281.4132,Cl* NGC  288    SAN      26,HB*,00 52 24.35252,-26 35 23.6843,0.087,0.058,90,5.096,-5.872,16.5,16.83,,16.561,,,,,,,6,13.101469,-26.589912
282.8096,Gaia DR2 2342907035085746944,Star,00 52 24.29290,-26 35 29.5098,0.717,0.557,90,4.996,-5.419,,,,,,,,,,,1,13.10122,-26.59153
283.9972,[MDL2014] 120,HB*,00 53 01.86393,-26 37 53.3175,0.068,0.045,90,4.376,-5.535,,,,,,,,,,,1,13.257766,-26.631477
285.0554,Gaia DR2 2342908267741113344,Star,00 53 01.04195,-26 31 46.8657,0.543,0.374,90,3.464,-6.796,,,,,,,,,,,1,13.254341,-26.529685
285.4423,NGC   288    27,Star,00 52 42.7,-26 30 14,,,,,,20.53,19.95,,,,,,,,,1,13.177917,-26.503889
285.582,Cl* NGC  288    SAN      28,HB*,00 52 35.46359,-26 39 11.1102,0.063,0.037,90,4.23,-5.652,15.796,15.684,15.909,15.853,16.109,15.694,,,,,5,13.147765,-26.653086
288.2422,Gaia DR2 2342903491736957312,Star,00 52 57.74619,-26 38 51.8256,0.721,0.509,90,5.528,-5.845,,,,,,,,,,,1,13.240609,-26.647729
288.6927,Cl* NGC  288    ALC      27,Star,00 52 42,-26 30.2,,,,,,15.86,14.92,,,,,,,,,9,13.175,-26.503333
289.5968,NGC   288    22,Star,00 52 47.2,-26 30 09,,,,,,19.43,18.96,,,,,,,,,1,13.196667,-26.5025
290.4546,Gaia DR2 2342909092374548352,Star,00 52 36.52056,-26 30 31.5540,0.913,0.677,90,4.157,-6.98,,,,,,,,,,,1,13.152169,-26.508765
291.6144,2MASS J00530441-2637146,RGB*,00 53 04.42730,-26 37 14.5637,0.038,0.025,90,4.305,-5.656,16.376,15.561,,13.871,13.37,13.33,,,,,1,13.268447,-26.620712
292.0688,Cl* NGC  288    SAN      13,HB*,00 52 37.80,-26 39 31.9,110,110,90,,,16,,,15.739,15.667,,,,,,2,13.1575,-26.658861
292.2066,Gaia DR2 2342905523257120256,Star,00 52 32.04217,-26 38 49.9061,0.906,0.557,90,3.752,-7.413,,,,,,,,,,,1,13.133509,-26.647196
292.3555,Cl* NGC  288    ALC      22,Star,00 52 47,-26 30.1,,,,,,14.96,14.29,,,,,,,,,4,13.195833,-26.501667
292.4592,NGC   288    32,Star,00 52 38.8,-26 30 18,,,,,,19.93,19.61,,,,,,,,,1,13.161667,-26.505
293.8281,2MASS J00522332-2635008,RGB*,00 52 23.33746,-26 35 00.9156,0.045,0.032,90,4.242,-5.57,16.758,15.924,,14.25,13.78,13.76,,,,,1,13.097239,-26.583588
294.9651,NGC   288    24,Star,00 52 46.6,-26 30 03,,,,,,21.49,20.97,,,,,,,,,1,13.194167,-26.500833
295.994,CXOU J005249.6-263007,X,00 52 49.682,-26 30 07.47,,,,,,,,,,,,,,,,1,13.207008,-26.502075
295.9954,[KBP2006] CX 30,X,00 52 57.23932,-26 30 49.0282,0.085,0.06,90,4.435,-5.85,,,,15.996,15.378,15.191,,,,,1,13.238497,-26.513619
296.4349,RGO 11125,Star,00 52 51.44833,-26 30 12.9124,0.057,0.044,90,4.338,-5.69,16.33,16.51,,16.6,,,,,,,3,13.214368,-26.503587
297.4174,Cl* NGC  288    ALC      25,Star,00 52 45,-26 30.0,,,,,,17.37,16.62,,,,,,,,,3,13.1875,-26.5
297.4641,NGC   288    25,Star,00 52 45.7,-26 30 00,,,,,,21.44,21.05,,,,,,,,,1,13.190417,-26.5
300.189,Cl* NGC  288    SAN      23,HB*,00 53 05.33171,-26 32 45.2991,0.062,0.045,90,4.471,-5.543,16.048,15.933,16.182,16.091,16.012,,,,,,6,13.272215,-26.545916
300.2109,2MASS J00525849-2630555,RGB*,00 52 58.49239,-26 30 55.5217,0.027,0.018,90,4.187,-5.691,15.871,14.938,14.807,13.244,12.736,12.67,,,,,5,13.243718,-26.515423
300.4392,Gaia DR2 2342902014268190592,Candidate_WD*,00 52 55.39675,-26 39 25.1924,1.934,1.126,90,0.242,-12.45,,,,,,,,,,,1,13.23082,-26.656998
300.981,2MASS J00530460-2637294,RGB*,00 53 04.61074,-26 37 29.3689,0.045,0.029,90,4.235,-5.738,16.728,15.928,15.596,14.247,13.78,13.7,,,,,2,13.269211,-26.624825
301.7574,2MASS J00524103-2639539,RGB*,00 52 41.04428,-26 39 53.8659,0.043,0.026,90,4.208,-5.658,16.652,15.81,15.627,14.134,13.58,13.55,,,,,2,13.171018,-26.664963
301.8999,Cl* NGC  288    SAN      27,Star,00 52 30.17595,-26 38 41.7473,0.052,0.031,90,4.302,-5.6,15.803,15.709,15.926,15.559,15.81,,,,,,6,13.125733,-26.64493
303.1208,Cl* NGC  288    ALC      15,Star,00 52 54,-26 30.3,,,,,,17.57,16.5,,,,,,,,,3,13.225,-26.505
303.6527,Gaia DR2 2342905591976510976,Star,00 52 27.82291,-26 38 11.4193,0.498,0.334,90,6.157,-4.57,,,,,,,,,,,1,13.115929,-26.636505
304.4283,Gaia DR2 2342904836064643200,Star,00 53 07.82899,-26 35 26.7952,0.61,0.495,90,5.242,-6.27,,,,,,,,,,,1,13.282621,-26.590776
306.8717,2MASS J00523129-2639008,RGB*,00 52 31.3116,-26 39 00.878,39,30,0,-10,5.5,15.092,14.386,14.716,13.1,12.69,12.6,,,,,3,13.130465,-26.650244
307.6445,NGC   288    21,Star,00 52 47.3,-26 29 51,,,,,,19.73,19.26,,,,,,,,,1,13.197083,-26.4975
307.7964,NGC   288    15,Star,00 52 54.7,-26 30 17,,,,,,20.87,19.37,,,,,,,,,2,13.227917,-26.504722
308.0493,RGO 10703,HB*,00 52 59.34413,-26 39 00.5454,0.089,0.054,90,4.389,-5.594,16.42,16.68,,,,,,,,,10,13.247267,-26.650152
310.3001,Cl* NGC  288    ALC      21,Star,00 52 47,-26 29.8,,,,,,16.79,15.88,,,,,,,,,2,13.195833,-26.496667
312.0869,NGC   288    33,Star,00 52 35.5,-26 30 14,,,,,,19.72,19.38,,,,,,,,,2,13.147917,-26.503889
312.2155,NGC   288    14,Star,00 52 57.0,-26 30 28,,,,,,21.06,20.46,,,,,,,,,1,13.2375,-26.507778
313.4306,NGC   288    13,Star,00 52 57.9,-26 30 34,,,,,,20.51,20.09,,,,,,,,,1,13.24125,-26.509444
313.5627,NAME GSA N02,LSB_G,00 52 22.029,-26 34 20.42,,,,,,15.79,15.11,,13.345,12.627,12.498,,0.367,0.191,85,5,13.091788,-26.572339
314.0728,2MASS J00524910-2640072,RGB*,00 52 49.11404,-26 40 07.1468,0.035,0.022,90,4.139,-5.675,15.919,14.938,14.863,13.237,12.66,12.596,,,,,4,13.204642,-26.668652
316.7358,RGO 11711,Star,00 52 32.03185,-26 39 19.9819,0.058,0.037,90,4.376,-5.515,17.423,16.444,16.334,,,,,,,,1,13.133466,-26.655551
317.1721,PHL  3051,Blue,00 52 25.16116,-26 32 10.0018,0.073,0.053,90,4.435,-5.469,17.5,,,,,,,,,,4,13.104838,-26.536112
318.7936,Cl* NGC  288     AL      47,Star,00 52 22.51728,-26 33 24.1322,0.076,0.055,90,4.253,-5.642,18,17.22,,15.67,15.47,15.19,,,,,3,13.093822,-26.556703
320.0393,CXOU J005235.7-263003,X,00 52 35.748,-26 30 03.80,,,,,,,,,,,,,,,,1,13.14895,-26.501056
321.0028,NGC   288    28,Star,00 52 42.2,-26 29 39,,,,,,,,,,,,,,,,1,13.175833,-26.494167
321.9576,2MASS J00524189-2629386,RGB*,00 52 41.89832,-26 29 38.5807,0.035,0.028,90,4.212,-5.503,16.613,15.787,15.521,14.17,13.67,13.63,,,,,2,13.174576,-26.49405
322.4245,Cl* NGC  288    ALA     894,Star,00 52 52,-26 29.8,,,,,,15.64,14.63,,,,,,,,,4,13.216667,-26.496667
323.3626,CXOU J005233.8-263012,X,00 52 33.818,-26 30 12.67,,,,,,,,,,,,,,,,1,13.140908,-26.503519
323.401,NGC   288    26,Star,00 52 45.3,-26 29 34,,,,,,21.68,,,,,,,,,,1,13.18875,-26.492778
323.9685,NGC   288    30,Star,00 52 41.2,-26 29 38,,,,,,19.05,18.54,,,,,,,,,1,13.171667,-26.493889
324.1474,NGC   288    19,Star,00 52 52.2,-26 29 47,,,,,,15.69,14.59,,,,,,,,,1,13.2175,-26.496389
324.3276,Cl* NGC  288    ALC      28,Star,00 52 42,-26 29.6,,,,,,17.68,16.98,,,,,,,,,3,13.175,-26.493333
325.1182,NGC   288    34,Star,00 52 33.5,-26 30 13,,,,,,19.34,18.98,,,,,,,,,1,13.139583,-26.503611
325.8863,NGC   288    18,Star,00 52 52.4,-26 29 46,,,,,,16.18,14.78,,,,,,,,,1,13.218333,-26.496111
326.2922,NGC   288    16,Star,00 52 53.6,-26 29 51,,,,,,21,20.76,,,,,,,,,1,13.223333,-26.4975
326.3977,Cl* NGC  288    ALC      30,Star,00 52 41,-26 29.6,,,,,,16.74,16.87,,,,,,,,,0,13.170833,-26.493333
328.4532,Gaia DR2 2342904836063243264,Star,00 53 09.67639,-26 35 18.2617,0.618,0.471,90,4.917,-6.638,,,,,,,,,,,1,13.290318,-26.588406
330.2367,PHL  3067,Blue,00 53.1,-26 32,,,,,,17.5,,,,,,,,,,0,13.275,-26.533333
330.9522,NGC   288    12,Star,00 52 58.1,-26 30 15,,,,,,20.73,20.22,,,,,,,,,1,13.242083,-26.504167
331.1185,Cl* NGC  288    ALC      24,HB*,00 53 04.17162,-26 38 29.9544,0.09,0.045,90,4.294,-5.566,15.922,15.94,15.92,16.071,,,,,,,9,13.267382,-26.641654
